studyid;compid;esid;studycompid;name;outcome;comparison;g;var.g;se.g;n.1;n.2;n.total;type.of.treatment;length.of.treatment;publication.status;publication.status.new;publication.year;research.group;control.group.quality;gender.ratio;type.of.outcome;subjectivity.of.outcome.measurement;lab.based.versus.real.world.behavior;stamina.versus.strength;pre.test.measurement;sample.population;sample.age;attrition;participant.compensation;self.control.potential;r1.2;r1.3;r1.4;r1.5;r1.6;r1.7;r1.8;r1.9;r1.10;r1.11;r1.12;r1.13;r2.3;r2.4;r2.5;r2.6;r2.7;r2.8;r2.9;r2.10;r2.11;r2.12;r2.13;r3.4;r3.5;r3.6;r3.7;r3.8;r3.9;r3.10;r3.11;r3.12;r3.13;r4.5;r4.6;r4.7;r4.8;r4.9;r4.10;r4.11;r4.12;r4.13;r5.6;r5.7;r5.8;r5.9;r5.10;r5.11;r5.12;r5.13;r6.7;r6.8;r6.9;r6.10;r6.11;r6.12;r6.13;r7.8;r7.9;r7.10;r7.11;r7.12;r7.13;r8.9;r8.10;r8.11;r8.12;r8.13;r9.10;r9.11;r9.12;r9.13;r10.11;r10.12;r10.13;r11.12;r11.13;r12.13
21;1;64;21_1;Miles et al., 2016;#4 daily negative behavior;nondominanthand_vs_inactive;0,172;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;65;21_1;Miles et al., 2016;#5 daily positive behavior;nondominanthand_vs_inactive;0,204;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;66;21_1;Miles et al., 2016;#6 life satisfaction;nondominanthand_vs_inactive;0,3;0,04;0,2;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;67;21_1;Miles et al., 2016;#7 money spent on non-essentials;nondominanthand_vs_inactive;-0,173;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Consumer Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;68;21_1;Miles et al., 2016;#8 negative emotions;nondominanthand_vs_inactive;0,096;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;69;21_1;Miles et al., 2016;#9 positive emotions;nondominanthand_vs_inactive;0,128;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;70;21_1;Miles et al., 2016;#10 pre-depletion handgrip;nondominanthand_vs_inactive;0,104;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Physical Persistence;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;71;21_1;Miles et al., 2016;#11 prejudice;nondominanthand_vs_inactive;0;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;NA;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;72;21_1;Miles et al., 2016;#12 snacking;nondominanthand_vs_inactive;0;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Eating;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;73;21_1;Miles et al., 2016;#13 wellbeing;nondominanthand_vs_inactive;0,491;0,048;0,219089023;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;74;21_2;Miles et al., 2016;#1 alcohol consumption;stroopandsst_vs_active;0,243;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Health Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;75;21_2;Miles et al., 2016;#2 change in handgrip;stroopandsst_vs_active;0,117;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;76;21_2;Miles et al., 2016;#3 chocolate consumption;stroopandsst_vs_active;0,243;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Eating;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;77;21_2;Miles et al., 2016;#4 daily negative behavior;stroopandsst_vs_active;0,314;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;78;21_2;Miles et al., 2016;#5 daily positive behavior;stroopandsst_vs_active;0,041;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;79;21_2;Miles et al., 2016;#6 life satisfaction;stroopandsst_vs_active;0,395;0,045;0,212132034;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;80;21_2;Miles et al., 2016;#7 money spent on non-essentials;stroopandsst_vs_active;0,225;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Consumer Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;81;21_2;Miles et al., 2016;#8 negative emotions;stroopandsst_vs_active;-0,012;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;82;21_2;Miles et al., 2016;#9 positive emotions;stroopandsst_vs_active;0,045;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;83;21_2;Miles et al., 2016;#10 pre-depletion handgrip;stroopandsst_vs_active;0,381;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Physical Persistence;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;84;21_2;Miles et al., 2016;#11 prejudice;stroopandsst_vs_active;0,073;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;NA;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;85;21_2;Miles et al., 2016;#12 snacking;stroopandsst_vs_active;0,04;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Eating;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
